"x3fvw5k5546","m_airQuality---nemoodar-83b70b4a-24b1-40a9-8352-70c5548711e5","1C13U4OTND0ZYEF28TI46V9","8VAL41VSCH9A11SK1FMJZDM","1buay488cna"
"kf8i4znah94","m_airQuality---nemoodar-333e9f0d-885e-408a-9de6-b43f84b4efd8","E5X4HQGWC0GYPHSX53NVCLB","GXG1VC0R4GGJ5BZ97NSYPKY","1buay488cna"
"nnu9ne3t7eq","m_doorSensor--switch-e31b2aae-f0eb-4434-9f0d-aa469f2fb6c0","K1JIU3U7SXAHROE0K7HTQBP","GYKMPAV2SP0CRO70K64MFYJ","s6e0v8547lb"
"oorw6bemqbg","m_doorSensor--switch-0d892947-00e4-4864-9487-906ec3e08480","9HK10A6NPV0I94H0EML0IQ3","EGZ29SED5707IZZQ8RCQZIN","s6e0v8547lb"
"l974bcxpjsz","m_doorSensor--switch-0cc87389-bb6c-4da2-b68f-9958625555b9","PFEHXM0EMMMYYVXGS9YN4GV","OY46U0ZEASVDPSKO7ZGTNUB","s6e0v8547lb"
"pxjrxg6u8i9","m_doorSensor--switch-ffd63aa5-f601-4d3a-99fd-047d77bf7919","05TGYYER5COQOIMN3T5DGDK","VLW5TK79XRA9U1DQM59A9BH","s6e0v8547lb"
"kr4wdg28dhu","m_doorSensor--switch-1eda774c-2f55-4ad8-994d-e911b5834451","ZTW2A2NY6YZ90M88EDO2AWA","20VR1I65ICZ8FFJG1MBAB50","s6e0v8547lb"
"izv1yxq6owq","m_doorSensor--switch-a5dd5d04-0cd4-45ae-a6dc-39ba06ecd2ac","V3YPJW3VYSJ09ZKHLJ4XPJI","OANFCRF1MK2Y1GLHT2V33VU","s6e0v8547lb"
"n26nm39tl42","m_irTransmitter--spilet1-520903e0-c12d-477e-8b36-ebe504e9693f","FSKJJTVUADW84JJYSL41PCI","FE6A1NCPTW8JJL0Y98LIRVT","5cxpyqa6x4u"
"fhrf5eq68d4","m_doorSensor--switch-7a040d35-3216-4f66-b18c-0a85bfc32593","W8GIH152A5N2UJBL06ZVKYG","BMNT6WBF6EXUQOLLLPDKECO","s6e0v8547lb"
"x9fjngka6al","m_irTransmitter--spilet1-76216ff9-cbc4-4d6d-97c7-87ae3bc8829d","9JUYPPGQICODD24CUCTT244","OSA2PSKX7Z7MCXZ2OSG1TYE","5cxpyqa6x4u"
"zztcqwik0kq","m_irTransmitter--spilet1-0c13f714-e3ef-48dd-906b-9f96c2fdc35d","BXJ84T7RT5JDQB40FLC26LP","R5M4FHM6DQHAASZ714XMUSC","5cxpyqa6x4u"
